timestamp,group,category,attack_type,attack_level,attacked_image_name,attacked_image_path,return_code,extraction_rate_percent,ber,extracted_code
2026-05-19T23:21:24.750429,R,Resize,resize,110,RESIZE_110_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Resize\RESIZE_110_watermarked_image_R_3.png,0,100.0,0.0,"[0, 2, 2, 5, 6, 4, 3, 2, 0, 0, 4, 5, 1, 2, 6, 3]"
2026-05-19T23:21:26.248469,R,Resize,resize,90,RESIZE_90_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Resize\RESIZE_90_watermarked_image_R_3.png,0,56.25,0.0417,"['X', 2, 'X', 5, 6, 4, 3, 'X', 'X', 0, 4, 'X', 1, 'X', 'X', 3]"
2026-05-19T23:21:27.696496,R,Crops,crop,BothHorizontal_25,Croped_BothHorizontal_25_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothHorizontal_25_watermarked_image_R_4.png,0,62.5,0.1337,"['X', 'X', 'X', 'X', 6, 4, 3, 2, 0, 0, 4, 5, 1, 2, 'X', 'X']"
2026-05-19T23:21:29.143993,R,Crops,crop,BothHorizontal_50,Croped_BothHorizontal_50_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothHorizontal_50_watermarked_image_R_4.png,0,50.0,0.1875,"['X', 'X', 'X', 'X', 6, 4, 3, 2, 0, 0, 4, 5, 'X', 'X', 'X', 'X']"
2026-05-19T23:21:30.576504,R,Crops,crop,BothHorizontal_75,Croped_BothHorizontal_75_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothHorizontal_75_watermarked_image_R_4.png,0,37.5,0.2326,"['X', 'X', 'X', 'X', 6, 4, 3, 2, 0, 'X', 'X', 5, 'X', 'X', 'X', 'X']"
2026-05-19T23:21:32.030256,R,Crops,crop,BothVertical_25,Croped_BothVertical_25_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothVertical_25_watermarked_image_R_4.png,0,75.0,0.0903,"['X', 2, 2, 'X', 'X', 4, 3, 2, 0, 0, 4, 5, 1, 2, 6, 'X']"
2026-05-19T23:21:33.480595,R,Crops,crop,BothVertical_50,Croped_BothVertical_50_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothVertical_50_watermarked_image_R_4.png,0,50.0,0.1875,"['X', 2, 2, 'X', 'X', 4, 3, 'X', 'X', 0, 4, 'X', 'X', 2, 6, 'X']"
2026-05-19T23:21:34.911966,R,Crops,crop,BothVertical_75,Croped_BothVertical_75_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_BothVertical_75_watermarked_image_R_4.png,0,37.5,0.2326,"['X', 2, 2, 'X', 'X', 'X', 'X', 'X', 'X', 0, 4, 'X', 'X', 2, 6, 'X']"
2026-05-19T23:21:36.365188,R,Crops,crop,Bottom_25,Croped_Bottom_25_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_Bottom_25_watermarked_image_R_4.png,0,75.0,0.0903,"[0, 2, 2, 5, 6, 4, 3, 2, 0, 0, 4, 5, 'X', 'X', 'X', 'X']"
2026-05-19T23:21:37.788247,R,Crops,crop,Bottom_50,Croped_Bottom_50_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_Bottom_50_watermarked_image_R_4.png,0,50.0,0.184,"[0, 2, 2, 5, 6, 4, 3, 2, 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:39.208702,R,Crops,crop,Bottom_75,Croped_Bottom_75_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_Bottom_75_watermarked_image_R_4.png,0,25.0,0.2708,"[0, 2, 2, 5, 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:40.699578,R,Crops,crop,Left_25,Croped_Left_25_watermarked_image_R_4.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_4\Crops\Croped_Left_25_watermarked_image_R_4.png,0,75.0,0.0903,"['X', 2, 2, 5, 'X', 4, 3, 2, 'X', 0, 4, 5, 'X', 2, 6, 3]"
